Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
EEF1AKMT4	q<=2.2e-19	24.7	3.2	2.93
NR3C1	4.1e-09	3.2	24.5	-2.93
TSBP1-AS1	3.6e-08	1.0	7.6	-2.93
NCMAP	q<=2.2e-19	10.9	1.4	2.93
SH3BP5	1.1e-11	2.8	21.4	-2.93
NRXN2	9.8e-08	2.5	19.4	-2.93
MYH14	3.2e-06	55.0	7.3	2.92
PRR15L	1.4e-09	49.7	6.5	2.92
SMIM10	6.0e-12	3.4	25.9	-2.92
CKS2	q<=2.2e-19	179.2	23.6	2.92
LAMA2	7.2e-04	1.2	9.0	-2.91
NGF	5.1e-06	1.1	8.5	-2.91
FAM162B	8.4e-10	1.4	10.6	-2.91
LAMA4	1.8e-07	9.4	70.3	-2.91
DTL	q<=2.2e-19	10.1	1.3	2.91
MITF	5.6e-07	8.4	63.0	-2.91
GAD1	q<=2.2e-19	7.5	1.0	2.91
FGF14-AS2	3.4e-10	1.0	7.5	-2.91
FAM131B	4.0e-06	1.0	7.4	-2.90
RBFOX3	7.0e-04	1.0	7.5	-2.90
FNDC5	6.6e-08	1.0	7.4	-2.90
RECQL4	q<=2.2e-19	24.2	3.2	2.90
ENPP2	5.0e-06	21.5	159.1	-2.89
SNAI2	3.3e-06	5.3	39.3	-2.89
PDK4	3.7e-04	8.2	60.7	-2.89
RNFT2	q<=2.2e-19	8.5	1.1	2.89
PRKAR2B	1.4e-05	2.8	20.5	-2.89
CNTN4	2.7e-05	1.0	7.4	-2.89
LAYN	1.8e-10	3.7	27.4	-2.88
CLDN7	6.4e-16	206.5	28.1	2.88
ARHGEF15	9.4e-08	3.5	25.6	-2.88
ESM1	3.6e-08	10.9	1.5	2.88
WNT4	8.3e-05	2.0	14.4	-2.87
KRT8	q<=2.2e-19	1390.3	190.7	2.87
METTL7B	5.6e-12	8.6	1.2	2.87
HSPB3	7.2e-04	1.0	7.3	-2.87
PCDH18	2.3e-07	4.7	34.2	-2.86
TFPI	9.7e-07	5.0	36.7	-2.86
LINC01088	2.8e-04	1.0	7.2	-2.86
HSPB8	2.9e-06	15.7	114.0	-2.86
LINC00667	1.9e-18	3.3	23.6	-2.86
FILIP1	4.7e-07	1.0	7.4	-2.86
EXO1	q<=2.2e-19	7.3	1.0	2.86
JPT1	q<=2.2e-19	209.8	28.9	2.86
EZH2	q<=2.2e-19	23.3	3.2	2.85
NR2F1	7.5e-09	7.7	55.2	-2.85
DTNA	1.4e-05	1.0	7.2	-2.85
RHPN1	q<=2.2e-19	48.0	6.7	2.85
SMPDL3B	q<=2.2e-19	50.2	7.0	2.85
CCN1	1.9e-04	86.0	620.5	-2.85
KRT80	1.6e-04	8.3	1.2	2.84
CTSK	6.0e-05	35.6	255.3	-2.84
STC2	q<=2.2e-19	23.7	3.3	2.84
LRCH2	1.6e-07	1.0	7.2	-2.84
TM4SF18	7.8e-07	2.1	15.2	-2.84
INAVA	1.8e-12	7.1	1.0	2.84
CLIC2	7.5e-09	4.1	29.1	-2.84
GIMAP6	1.9e-06	4.5	31.8	-2.83
KCNH3	8.7e-12	10.9	1.5	2.83
RAD54L	q<=2.2e-19	7.1	1.0	2.83
PRR16	3.1e-05	1.6	11.0	-2.83
PARM1	3.1e-07	6.8	48.4	-2.83
SDS	5.3e-18	7.1	1.0	2.83
TMEM240	7.6e-12	1.6	11.4	-2.83
CCDC184	3.0e-06	1.4	9.8	-2.83
BNC2-AS1	2.5e-08	1.0	7.1	-2.82
PRRX1	1.6e-07	15.5	109.3	-2.82
SOX7	1.7e-07	1.3	9.4	-2.82
FBN1	5.0e-08	4.7	33.1	-2.82
TFCP2L1	q<=2.2e-19	7.1	1.0	2.82
PCDHB5	3.0e-12	1.0	7.0	-2.81
KDR	1.9e-06	5.6	39.6	-2.81
LOC100506691	1.1e-07	1.6	11.0	-2.81
ST14	1.0e-13	290.9	41.5	2.81
EGR1	1.0e-05	86.8	609.5	-2.81
COL6A3	4.4e-07	33.3	231.7	-2.80
THBS1	2.9e-04	21.6	150.3	-2.80
KIF15	q<=2.2e-19	6.9	1.0	2.79
GAS6-DT	9.0e-09	1.0	6.9	-2.79
SVIL	2.9e-09	17.8	123.4	-2.79
PTN	1.3e-04	15.6	107.4	-2.79
CACNA2D1	7.9e-11	1.0	6.9	-2.79
TGM2	1.2e-08	71.9	498.9	-2.79
NLGN3	1.5e-05	1.0	7.2	-2.79
NR4A1	2.9e-04	25.0	172.7	-2.79
AVPR2	1.5e-05	1.0	6.9	-2.79
EPHB6	3.4e-10	3.9	26.7	-2.78
CHRD	6.4e-05	4.5	31.0	-2.78
CCDC69	1.0e-09	10.0	68.8	-2.78
ASB2	3.7e-06	3.9	26.5	-2.78
ADAMTS9-AS2	2.0e-07	1.0	6.9	-2.78
RBMS3	2.9e-08	1.6	11.1	-2.77
SCD	q<=2.2e-19	100.4	14.7	2.77
TBX2-AS1	1.8e-05	1.7	11.3	-2.76
LAMA1	q<=2.2e-19	6.8	1.0	2.76
DCHS1	1.4e-06	3.4	23.2	-2.76
GPAT3	3.3e-07	1.2	8.4	-2.76
LMNB1	q<=2.2e-19	69.3	10.3	2.75
SNHG25	q<=2.2e-19	83.3	12.4	2.75
MIR205HG	q<=2.2e-19	6.7	1.0	2.75
JAZF1	5.9e-09	7.0	47.3	-2.75
GFPT2	2.0e-07	3.0	19.8	-2.74
PRIMA1	8.2e-07	2.5	16.8	-2.74
CCL14	2.3e-04	1.0	6.7	-2.74
NOSTRIN	3.1e-08	4.6	30.4	-2.74
ZEB2	1.5e-08	2.7	18.1	-2.73
MBNL1-AS1	3.2e-05	1.0	6.7	-2.73
ALDH1A1	1.1e-06	54.6	361.1	-2.73
ALDOA	5.5e-14	33.3	5.0	2.73
DIO3	3.2e-05	1.0	6.6	-2.73
GIMAP7	1.1e-05	7.2	47.9	-2.73
STIL	q<=2.2e-19	8.2	1.2	2.73
PEAR1	6.9e-08	1.6	10.5	-2.72
PHLDA2	q<=2.2e-19	28.1	4.2	2.72
PPM1K	7.2e-08	4.3	28.3	-2.72
PRSS2	q<=2.2e-19	6.6	1.0	2.72
TIE1	2.2e-07	10.9	72.2	-2.72
KNDC1	4.7e-04	1.0	6.6	-2.72
RGMA	3.9e-10	4.5	29.5	-2.72
MEIS2	4.4e-08	5.1	33.6	-2.72
MDFIC	2.7e-10	5.1	33.8	-2.72
ABCA9	3.5e-05	1.0	6.5	-2.71
ARMCX4	7.4e-10	1.7	11.1	-2.71
GNG11	1.6e-09	13.7	89.2	-2.71
ESRP2	q<=2.2e-19	34.0	5.2	2.71
NAALADL1	7.6e-11	2.1	13.5	-2.71
MICU3	3.6e-12	1.0	6.5	-2.71
SGO1	q<=2.2e-19	6.5	1.0	2.71
CSRP1	3.6e-07	270.2	1751.4	-2.70
ORC1	q<=2.2e-19	6.5	1.0	2.70
CYP7B1	2.6e-15	1.0	6.5	-2.70
TLE4	7.1e-14	3.4	22.3	-2.70
APOBEC3B	q<=2.2e-19	7.7	1.2	2.70
ERFE	q<=2.2e-19	6.5	1.0	2.70
HK2	6.3e-10	31.6	4.9	2.69
FRY	2.9e-08	1.6	10.7	-2.69
FOXP2	1.6e-04	1.0	6.4	-2.69
PRNP	1.5e-11	35.6	229.3	-2.69
ACBD7	q<=2.2e-19	9.5	1.5	2.69
C4orf48	q<=2.2e-19	76.1	11.8	2.69
MMRN2	1.5e-06	8.4	54.6	-2.69
GOLT1A	q<=2.2e-19	18.8	2.9	2.69
CDCA2	q<=2.2e-19	6.4	1.0	2.68
ATF3	1.8e-04	29.8	191.2	-2.68
TTYH2	7.3e-07	1.4	8.8	-2.68
HOXB8	q<=2.2e-19	57.1	8.9	2.68
EVA1C	1.1e-09	11.1	71.1	-2.68
SYDE1	1.2e-10	7.2	46.3	-2.68
DIAPH3	q<=2.2e-19	6.4	1.0	2.68
FGF18	q<=2.2e-19	27.6	4.3	2.68
RAC3	q<=2.2e-19	37.1	5.8	2.67
CRYAB	5.5e-05	45.7	290.9	-2.67
TMOD1	6.7e-06	5.6	35.9	-2.67
TNS2	1.7e-10	19.1	121.8	-2.67
GGH	q<=2.2e-19	63.1	9.9	2.67
FAP	1.6e-04	3.0	19.0	-2.67
C1orf116	1.2e-16	6.3	1.0	2.67
PDE1B	3.8e-06	1.3	8.0	-2.67
EFS	3.0e-08	5.0	31.7	-2.66
SLC45A1	7.7e-13	1.7	10.7	-2.66
TLCD1	q<=2.2e-19	34.5	5.5	2.66
ADAMTSL3	4.3e-05	1.0	6.3	-2.66
CAV2	1.5e-08	8.9	56.6	-2.66
CCDC181	6.8e-05	1.0	6.3	-2.66
CA9	q<=2.2e-19	13.3	2.1	2.66
SNED1	8.8e-09	2.6	16.5	-2.66
GIMAP1	6.3e-07	1.5	9.5	-2.66
HGF	6.8e-07	1.0	6.3	-2.66
SETD7	1.4e-08	13.6	85.8	-2.66
GATA5	8.7e-04	1.0	6.3	-2.65
LEFTY1	3.2e-15	6.3	1.0	2.65
EDIL3	6.1e-05	3.1	19.3	-2.65
IGFBP4	1.4e-10	256.9	1610.1	-2.65
IQSEC3	1.9e-07	1.0	6.3	-2.65
PRX	1.1e-10	1.6	10.1	-2.65
CALHM2	5.0e-10	13.9	86.4	-2.64
KIF23	q<=2.2e-19	15.2	2.4	2.64
CCNO	q<=2.2e-19	32.5	5.2	2.64
ASPA	2.1e-07	1.0	6.2	-2.64
PAMR1	1.7e-05	14.3	89.2	-2.64
KLF9	1.6e-05	7.9	49.5	-2.64
NECAB1	4.6e-09	1.0	6.2	-2.64
SMIM10L2B	3.4e-12	1.0	6.2	-2.64
LOXL4	9.7e-04	2.6	15.9	-2.64
ROBO3	1.7e-05	2.4	15.1	-2.64
MATN2	7.9e-07	21.9	135.5	-2.63
CLDN5	1.1e-05	16.1	99.7	-2.63
LRRK2	3.9e-09	1.0	6.2	-2.63
MAL	5.8e-17	23.1	3.7	2.63
BST1	4.0e-09	1.8	11.0	-2.63
KPNA2	q<=2.2e-19	148.0	23.9	2.63
FIBIN	9.1e-04	1.1	6.9	-2.63
CALCRL	3.2e-05	3.9	23.7	-2.62
PRR36	q<=2.2e-19	37.5	6.1	2.62
RAD51AP1	q<=2.2e-19	11.5	1.9	2.62
TMEM47	1.3e-08	10.7	66.0	-2.62
ADAMTS9-AS1	8.4e-06	1.0	6.1	-2.62
ELF3	7.4e-12	174.2	28.3	2.62
BIK	2.7e-06	23.9	3.9	2.62
LOC105377590	6.8e-05	1.0	6.1	-2.62
RASGRP2	5.5e-08	3.1	19.2	-2.62
EMILIN3	3.2e-04	1.0	6.1	-2.61
GINS1	q<=2.2e-19	16.2	2.7	2.61
KRT17	3.1e-06	69.2	11.4	2.60
KLHL13	5.3e-07	6.9	41.9	-2.60
S1PR1	1.2e-05	7.3	44.2	-2.60
KCNH2	4.7e-04	3.2	19.3	-2.60
PPP1R16B	1.6e-06	1.4	8.5	-2.60
TPM1	5.6e-06	117.9	714.5	-2.60
SLIT3	3.0e-06	3.3	20.3	-2.60
KIF18A	q<=2.2e-19	6.1	1.0	2.60
NR3C2	2.0e-08	1.7	10.1	-2.60
VTCN1	4.2e-18	74.8	12.4	2.60
IRS2	6.8e-06	2.5	14.8	-2.59
HRC	6.3e-06	1.0	6.0	-2.59
BICDL1	1.4e-10	13.5	2.2	2.59
A2M-AS1	1.7e-10	1.0	6.0	-2.59
LHFPL6	4.0e-07	16.4	98.8	-2.59
KIAA1755	8.8e-07	1.2	7.2	-2.58
SLC8A1	1.3e-05	1.0	6.0	-2.58
YPEL4	5.9e-07	1.2	7.1	-2.58
DBNDD1	q<=2.2e-19	62.0	10.3	2.58
LRRC2	1.9e-06	1.0	6.0	-2.58
CENPK	3.9e-19	11.4	1.9	2.58
PLAT	6.6e-11	23.8	142.1	-2.58
PRDM5	3.6e-12	1.0	6.0	-2.58
CFL2	1.8e-08	9.5	56.8	-2.58
TXNIP	4.9e-09	217.2	1293.2	-2.57
C8orf88	4.5e-07	1.0	6.0	-2.57
GHR	3.1e-10	1.0	5.9	-2.57
PALLD	5.6e-07	70.2	416.4	-2.57
C1QTNF1	2.3e-07	6.4	37.7	-2.57
NBEA	3.4e-08	1.0	5.9	-2.57
DNMT3B	q<=2.2e-19	9.0	1.5	2.57
PAQR4	q<=2.2e-19	11.9	2.0	2.57
ADGRL4	7.8e-06	5.7	33.5	-2.56
FUT3	q<=2.2e-19	5.9	1.0	2.56
KCNN3	7.0e-05	1.0	5.9	-2.56
PACSIN1	q<=2.2e-19	9.1	1.5	2.56
FLT4	2.8e-10	4.1	24.2	-2.56
TSPAN7	2.5e-05	14.5	84.9	-2.55
FOXA1	q<=2.2e-19	5.8	1.0	2.55
FBLN5	1.0e-07	35.1	205.8	-2.55
SLPI	9.9e-17	1877.6	320.2	2.55
GJC2	9.2e-07	2.2	13.0	-2.55
ISLR	3.0e-09	91.6	536.0	-2.55
ALPG	1.2e-04	5.9	1.0	2.55
TTC39A	2.3e-13	16.9	2.9	2.54
THBS2	2.3e-04	2.6	15.2	-2.54
ADM2	q<=2.2e-19	5.8	1.0	2.54
PBX3	4.4e-04	3.0	17.7	-2.54
ACOX2	1.1e-12	4.0	23.3	-2.54
C1QTNF2	2.7e-05	1.0	5.8	-2.54
BICDL2	9.1e-12	37.8	6.5	2.54
ISG15	q<=2.2e-19	485.1	83.3	2.54
PRLR	5.5e-05	5.2	30.4	-2.54
FANCA	q<=2.2e-19	7.4	1.3	2.54
PINLYP	1.1e-13	5.3	30.7	-2.54
NDP	2.4e-06	4.3	25.0	-2.54
GRK5	4.5e-07	1.9	10.9	-2.53
KLHDC1	3.7e-15	1.1	6.6	-2.53
FAM111B	q<=2.2e-19	5.8	1.0	2.53
HES6	q<=2.2e-19	87.4	15.1	2.53
LIN7A	4.2e-06	1.0	5.8	-2.53
FAM110B	1.7e-08	2.9	16.6	-2.53
CIT	q<=2.2e-19	7.7	1.3	2.53
RUNDC3B	1.3e-05	1.0	5.8	-2.53
SFMBT2	4.8e-12	1.0	5.8	-2.53
MPV17L	7.4e-08	1.0	5.7	-2.52
FLI1	3.6e-07	4.4	25.3	-2.52
CPE	6.7e-07	19.2	110.2	-2.52
MIR126	4.7e-05	1.0	5.8	-2.52
SHC2	1.8e-09	8.8	50.2	-2.51
PRRT2	5.8e-05	1.1	6.1	-2.51
PIPOX	1.0e-03	1.0	5.9	-2.51
MAP6	1.0e-06	3.6	20.4	-2.51
DIPK1A	1.9e-08	3.7	21.3	-2.51
CBFA2T3	4.3e-07	1.0	5.7	-2.50
MAPK10	3.0e-07	1.8	10.4	-2.50
HAAO	1.1e-10	6.4	36.2	-2.50
TMEM158	2.7e-04	9.0	50.9	-2.50
BCL6B	1.5e-05	3.3	18.6	-2.50
HMGA1	q<=2.2e-19	321.8	57.0	2.50
MAGI2	1.9e-13	1.1	6.1	-2.50
NDUFA13	q<=2.2e-19	34.2	6.0	2.50
FEZ1	1.2e-08	18.7	105.6	-2.50
DSP	q<=2.2e-19	75.4	13.3	2.50
ASPM	q<=2.2e-19	5.7	1.0	2.50
LUM	1.3e-05	87.9	497.8	-2.50
ARHGAP20	1.2e-08	1.0	5.7	-2.50
ECT2	q<=2.2e-19	26.3	4.7	2.49
TRPM2	q<=2.2e-19	11.2	2.0	2.49
MAN1C1	1.6e-10	5.3	30.0	-2.49
HOXD9	3.1e-06	13.2	74.2	-2.49
MCM10	q<=2.2e-19	5.6	1.0	2.49
CLDN4	8.6e-16	533.3	94.8	2.49
STARD8	1.5e-05	1.8	10.0	-2.49
GLI2	1.4e-06	1.0	5.6	-2.49
CLEC1A	5.4e-05	1.5	8.2	-2.49
ARHGEF39	q<=2.2e-19	5.7	1.0	2.49
GALNT14	5.1e-18	7.9	1.4	2.49
SATB1	7.7e-13	3.1	17.2	-2.49
GARNL3	1.4e-09	2.5	14.0	-2.48
TNNI3	1.1e-18	5.6	1.0	2.48
CHEK1	q<=2.2e-19	11.6	2.1	2.48
GJB3	3.9e-10	6.2	1.1	2.48
ITIH5	4.9e-04	6.8	38.2	-2.48
SPINT1	q<=2.2e-19	240.5	43.3	2.48
MEX3A	q<=2.2e-19	33.4	6.0	2.48
LINC02609	2.9e-05	1.0	5.9	-2.48
KCNAB3	3.6e-05	2.2	12.2	-2.48
GLIPR1	9.5e-10	2.8	15.6	-2.48
GASK1A	1.4e-08	1.7	9.5	-2.48
ZNF502	5.4e-18	1.5	8.1	-2.48
CLEC14A	3.6e-06	13.7	76.7	-2.48
ITGB6	2.6e-09	9.7	1.7	2.48
STARD9	2.3e-09	1.0	5.5	-2.47
CCDC89	8.3e-06	1.0	5.5	-2.47
MIR27B	4.7e-07	1.0	5.5	-2.47
PSAT1	1.1e-15	80.5	14.6	2.47
PYCR1	q<=2.2e-19	76.8	13.8	2.47
SVEP1	1.6e-04	1.4	7.8	-2.47
MXRA8	1.2e-07	41.9	231.7	-2.47
ROBO4	5.4e-08	5.7	31.4	-2.47
MYCN	q<=2.2e-19	7.1	1.3	2.47
ZNF334	8.1e-06	1.0	5.5	-2.47
RBBP8NL	q<=2.2e-19	12.3	2.2	2.46
FKBP7	1.4e-09	6.7	37.0	-2.46
GNAL	2.7e-07	1.0	5.5	-2.46
BMPR1B-DT	q<=2.2e-19	20.5	3.7	2.46
SLC16A2	4.4e-11	4.6	25.3	-2.46
MYOM1	2.4e-05	1.0	5.5	-2.46
HEPH	1.2e-06	4.9	26.9	-2.45
CBLC	q<=2.2e-19	50.4	9.2	2.45
PCDHB7	3.9e-07	1.0	5.5	-2.45
MGP	4.6e-05	62.2	339.8	-2.45
TMEM35A	3.0e-07	2.8	15.2	-2.45
CRACR2B	q<=2.2e-19	59.0	10.8	2.45
SELENOP	3.6e-08	12.3	67.1	-2.45
TMOD2	2.5e-08	1.0	5.5	-2.45
PROCR	9.3e-07	9.9	54.2	-2.45
RPS10	6.9e-06	31.9	5.9	2.44
AFAP1L2	3.5e-09	11.4	62.0	-2.44
CDC42EP3	1.8e-06	14.4	78.7	-2.44
RAB26	q<=2.2e-19	5.4	1.0	2.44
LINC00511	q<=2.2e-19	15.0	2.8	2.44
RASD2	4.1e-08	2.4	13.3	-2.44
AHNAK	2.1e-08	55.6	301.3	-2.44
PRR11	q<=2.2e-19	5.4	1.0	2.44
ZNF662	7.9e-12	1.0	5.4	-2.44
SMTN	4.5e-06	37.5	202.9	-2.44
RFTN1	1.0e-12	11.5	62.2	-2.44
NR2F2	5.5e-08	35.6	191.9	-2.43
CEBPA-DT	4.0e-05	1.0	5.4	-2.43
ACACB	2.7e-09	2.5	13.7	-2.43
PTGER2	2.4e-07	2.5	13.6	-2.43
PGR	8.2e-05	17.2	92.8	-2.43
CD34	4.0e-07	15.4	82.5	-2.43
PKIA	3.0e-04	1.0	5.4	-2.43
AP1M2	2.4e-14	208.0	38.9	2.42
BCAN	7.1e-05	1.0	5.4	-2.42
SHCBP1	q<=2.2e-19	5.3	1.0	2.42
S100A8	2.8e-07	26.0	4.9	2.42
CLEC2B	5.9e-08	6.6	35.2	-2.42
SOBP	9.7e-07	1.5	7.9	-2.42
TRIP13	q<=2.2e-19	26.6	5.0	2.42
C1QTNF4	5.6e-07	1.0	5.4	-2.42
SOX18	9.0e-07	8.8	47.1	-2.42
THBD	1.1e-04	4.5	23.6	-2.41
AMH	q<=2.2e-19	5.3	1.0	2.41
EBF4	3.7e-13	9.4	50.0	-2.41
XYLT1	6.2e-06	1.0	5.3	-2.41
THSD1	1.4e-06	2.0	10.8	-2.41
COL15A1	1.3e-05	16.4	86.8	-2.41
SPTBN2	q<=2.2e-19	16.1	3.0	2.41
GINS2	q<=2.2e-19	12.1	2.3	2.41
EDA2R	2.8e-07	1.0	5.3	-2.41
WFDC2	q<=2.2e-19	7836.7	1489.8	2.40
ADCY9	2.1e-13	2.7	14.2	-2.40
UCP2	4.1e-09	549.3	103.8	2.40
IFFO1	3.0e-10	3.8	20.1	-2.40
KLF4	2.6e-05	10.2	54.0	-2.40
TCEAL1	1.0e-09	21.5	113.7	-2.40
MMP12	5.9e-17	5.3	1.0	2.40
OMD	2.6e-05	1.0	5.3	-2.40
NES	1.2e-07	17.8	94.2	-2.40
KCNB1	1.6e-07	1.0	5.3	-2.40
RCAN2	1.5e-05	3.9	20.8	-2.40
HPSE2	1.8e-04	1.0	5.3	-2.39
NKD2	7.3e-15	6.5	1.2	2.39
KBTBD11	1.4e-07	1.0	5.3	-2.39
DPYSL2	1.1e-08	15.7	82.1	-2.39
SMIM24	1.1e-17	5.2	1.0	2.39
CCNA1	q<=2.2e-19	26.2	5.0	2.39
DNA2	q<=2.2e-19	5.3	1.0	2.39
SLC9A9	3.0e-06	1.4	7.3	-2.39
CBX2	q<=2.2e-19	26.3	5.0	2.39
FLNA	3.5e-04	191.7	1007.7	-2.39
DZIP1	1.2e-15	3.5	18.3	-2.39
MUC1	1.2e-14	746.5	143.0	2.38
SETBP1	1.6e-11	2.7	14.2	-2.38
FGD5	8.6e-08	4.9	25.1	-2.37
ADCY4	1.7e-06	5.1	26.4	-2.37
SCARA3	4.9e-07	51.6	267.4	-2.37
P2RY1	4.0e-08	1.4	7.5	-2.37
TMC5	2.0e-13	12.2	2.4	2.37
GDF7	4.2e-04	1.0	5.2	-2.37
RADIL	1.4e-10	1.0	5.2	-2.37
BOC	2.6e-06	10.0	51.4	-2.36
F2RL1	9.2e-09	23.6	4.6	2.36
PRICKLE2	4.8e-07	3.0	15.6	-2.36
ANKRD33B	6.3e-05	1.0	5.1	-2.36
PDZRN3	9.9e-08	17.5	89.8	-2.36
MAMSTR	1.7e-07	3.1	16.1	-2.36
SERINC2	q<=2.2e-19	430.5	83.8	2.36
BCL2	4.5e-07	8.2	42.2	-2.36
CCDC136	1.4e-06	1.0	5.1	-2.36
KRT16	2.2e-05	5.1	1.0	2.36
TJP3	2.3e-10	63.2	12.3	2.36
NDC80	q<=2.2e-19	19.0	3.7	2.35
NAALAD2	1.3e-06	1.0	5.1	-2.35
ADAMTS1	6.6e-06	30.5	155.0	-2.35
LINC00958	q<=2.2e-19	30.2	5.9	2.35
LOC105372273	5.0e-09	1.2	6.2	-2.35
SAMD4A	3.6e-04	2.9	14.9	-2.34
PLEKHS1	1.3e-17	16.4	3.2	2.34
RBM47	1.5e-08	53.8	10.7	2.34
CHST6	q<=2.2e-19	13.7	2.7	2.34
MIR573	1.8e-04	1.0	5.1	-2.34
CCN4	6.9e-06	2.1	10.5	-2.34
FCER1A	5.1e-04	1.0	5.1	-2.34
NEDD4	9.0e-08	1.4	7.2	-2.33
PCSK9	q<=2.2e-19	5.0	1.0	2.33
PRICKLE1	2.8e-09	1.6	8.1	-2.33
MNX1	q<=2.2e-19	5.0	1.0	2.33
MIR3671	3.9e-06	1.0	5.0	-2.33
ERG	8.7e-07	4.7	23.7	-2.33
C1S	4.5e-07	83.8	419.8	-2.33
EPDR1	5.2e-09	15.3	77.4	-2.33
ST6GALNAC3	6.1e-07	1.0	5.0	-2.33
DDIAS	q<=2.2e-19	5.7	1.1	2.33
NACAD	2.4e-06	1.9	9.5	-2.32
GLDC	q<=2.2e-19	5.0	1.0	2.32
RAPGEF4	2.6e-08	1.7	8.5	-2.32
ZNF582-DT	4.3e-11	1.0	5.0	-2.32
PYGO1	2.2e-09	1.6	8.1	-2.32
COPZ2	3.1e-07	8.6	42.9	-2.32
NME2	2.0e-07	17.6	3.5	2.32
LGR5	7.5e-12	30.7	6.1	2.32
PER3	6.6e-09	3.5	17.6	-2.32
APOLD1	2.3e-04	3.5	17.3	-2.31
PER1	7.1e-07	11.4	56.7	-2.31
KCNAB1	3.8e-07	1.0	5.0	-2.31
KRT18	q<=2.2e-19	1174.7	236.3	2.31
TMPRSS2	4.0e-18	22.2	4.5	2.31
BVES	4.6e-05	1.0	5.0	-2.31
PPP1R14A	7.6e-05	31.2	154.1	-2.31
TRO	2.8e-04	4.6	22.7	-2.31
LAD1	q<=2.2e-19	95.5	19.4	2.30
PPP1R14C	1.2e-05	14.3	2.9	2.30
GIPC2	2.4e-05	1.3	6.2	-2.30
C6orf132	2.5e-11	14.1	2.9	2.30
NOVA1	3.4e-09	1.0	4.9	-2.30
HEYL	2.7e-05	6.3	30.5	-2.29
RELT	q<=2.2e-19	4.9	1.0	2.29
FAM110A	q<=2.2e-19	39.3	8.0	2.29
CCM2L	4.5e-06	1.6	7.7	-2.29
NBL1	8.1e-08	79.0	385.8	-2.29
PDGFRB	7.0e-09	27.3	133.2	-2.29
CXCL1	1.5e-11	10.5	2.1	2.29
CEP126	1.5e-05	1.1	5.6	-2.29
ZNF677	4.4e-15	3.0	14.7	-2.29
